1894|985
1057|504
1274|433
1642|608
1424|739
1411|740
777|355
778|356
1004|357
1796|528
1760|178
1568|741
563|322
1622|587
1641|607
1293|434
627|323
1787|529
595|914
1387|833
848|915
1778|191
835|916
628|917
1772|192
1018|918
815|820
1806|530
1680|128
573|919
1809|770
1762|180
633|920
1108|921
1406|744
1462|745
1685|107
1265|923
1028|922
1695|112
561|784
562|785
577|924
1644|610
1601|746
1208|336
1005|925
816|782
1890|981
1114|783
1104|786
1158|788
1112|787
1868|964
1202|337
1853|947
837|792
1677|759
1818|779
1880|965
1704|793
932|794
1473|338
1690|797
1594|760
570|798
1295|437
1672|613
1413|761
1294|435
1275|436
1271|325
1025|799
1645|611
710|573
1251|800
1752|171
1731|129
1319|326
1577|762
1017|801
840|834
1022|802
911|803
637|804
1123|805
1296|438
1648|614
1649|615
1599|764
1834|943
1811|772
1651|617
1138|423
1103|806
852|807
1448|392
1449|393
921|808
1297|439
1060|809
857|810
1272|341
1393|342
1469|343
1543|811
1298|440
902|812
1119|344
1724|130
1401|359
1707|131
901|362
589|361
1137|422
1136|421
820|346
565|358
973|345
1728|193
1392|360
1508|765
795|364
1506|367
1581|368
1542|365
1529|366
1491|767
1589|768
611|369
1404|370
1597|637
619|371
1399|372
1433|638
1481|639
1892|988
1897|983
1135|373
1152|374
1421|640
1455|649
1276|376
651|889
1569|641
1458|643
1431|426
1466|644
1422|645
1453|647
564|427
1394|377
1339|379
1129|429
819|428
1606|648
811|239
766|241
846|242
1638|604
1647|627
1885|966
1773|194
1322|381
641|243
1317|382
1432|652
1795|533
1783|532
947|249
919|251
825|250
1518|654
1769|195
706|253
1450|394
1451|395
642|448
1815|776
643|452
942|451
1008|453
1758|177
1054|505
931|488
1009|454
1023|455
1790|537
1488|657
1386|821
1653|619
644|457
1869|967
1717|132
593|458
1805|538
1011|459
1864|973
617|480
1830|939
1324|383
1711|106
1343|384
948|273
1213|481
1525|659
818|483
951|484
1486|660
1014|485
1043|486
646|449
1347|328
1754|173
1792|569
1798|570
1348|331
1821|931
1350|387
1854|949
1819|780
1588|662
1503|661
1130|487
1502|663
1443|400
1273|403
1745|664
1753|172
1524|666
1101|490
1574|667
711|574
1490|668
765|492
1089|493
1118|494
648|491
945|496
996|497
997|498
1036|495
1654|620
1299|441
1876|976
1761|179
1746|815
1750|168
1331|124
1889|980
1507|669
1030|499
1655|621
1656|622
1098|500
1800|539
860|501
1510|670
1384|386
1657|623
1659|625
808|502
1591|671
650|503
1427|672
1300|442
1333|389
1691|104
1678|122
1877|968
1515|673
1855|950
1660|628
702|508
994|509
1000|510
714|511
1573|674
715|512
1209|300
1407|675
1776|196
1739|676
1676|656
1720|105
1161|513
1789|540
1355|460
952|514
1434|677
910|515
707|517
1024|519
1007|518
1483|678
1887|978
983|520
1121|274
1607|679
1523|680
717|276
1774|197
1708|102
824|404
1578|681
1710|108
1066|277
1425|682
1332|462
786|278
1831|941
1862|957
703|279
1157|464
1086|281
1116|282
1351|283
1829|938
1883|969
723|256
1888|979
1856|951
1441|684
1442|685
572|258
1444|401
1662|631
1665|632
1663|633
832|259
1492|687
1727|111
1564|690
1546|688
753|261
1383|465
1301|443
1302|444
759|296
1561|692
1799|541
1803|542
1826|935
1316|466
751|262
1286|467
1065|265
1520|693
1034|267
1268|468
1873|970
923|268
1042|543
1052|544
1076|545
768|546
1785|547
1303|445
755|548
908|549
1479|695
1457|696
1381|469
1055|506
814|816
1891|982
1898|989
1687|134
1078|551
1064|552
1082|553
1085|201
1696|135
1531|697
1712|136
1261|472
1430|202
961|203
592|204
1160|205
1763|181
632|207
946|208
1438|651
1460|699
1575|691
796|210
1489|700
956|212
1666|635
1878|971
1777|198
1210|272
1264|841
966|862
988|861
1105|858
1253|859
992|851
1002|852
1003|853
914|854
936|860
1016|855
1049|856
1072|857
1368|309
1091|883
1263|818
1580|753
1517|754
1547|755
1669|756
1509|757
713|572
1609|928
1675|929
1786|524
760|905
1784|525
981|913
1860|955
1073|819
774|348
976|872
1201|473
1311|351
1810|771
1566|742
1426|743
578|228
958|215
1804|531
1765|183
1533|747
1068|789
1081|790
1093|791
757|795
1820|781
1871|796
1471|339
1287|340
1079|217
1423|701
1346|327
1537|766
792|363
1110|375
1320|378
1867|975
1395|380
1526|653
817|814
590|248
1117|247
1797|534
1881|972
1794|535
1833|942
1816|777
1598|655
771|450
1788|536
1133|456
1485|665
1495|489
1211|219
1400|388
1269|474
1083|516
829|275
1470|461
1562|683
1692|109
960|301
1477|689
554|266
1823|933
1480|694
794|550
1314|470
1310|471
1321|475
791|209
1087|270
1536|702
1721|139
1545|705
1122|556
762|479
1726|144
1596|724
1807|831
1808|832
918|817
1571|763
1729|113
1053|220
1340|476
974|227
1312|477
1570|642
1813|774
949|236
959|237
591|230
767|231
858|232
1336|233
1439|234
1494|235
1673|703
1699|704
1751|169
1771|199
1817|778
1822|932
851|238
1260|554
1472|478
972|555
1418|707
1565|708
558|557
1001|558
769|559
1667|636
571|560
1616|581
998|561
850|562
1100|563
1719|140
1463|713
1674|712
1865|974
1530|714
1725|141
1445|402
1308|405
1582|715
963|406
1576|716
1440|717
1304|446
1683|143
1532|718
1738|142
1522|719
920|825
933|830
1742|946
957|826
822|827
984|829
995|828
1857|952
1436|720
784|407
854|410
1356|411
1325|409
826|412
1398|413
1493|721
1254|414
1858|953
764|416
1207|415
1504|646
839|417
1592|722
1791|565
624|418
1456|723
1801|566
1827|936
1743|200
1825|934
1650|616
934|419
1723|145
861|420
704|725
712|575
1478|726
1388|822
1828|937
1013|727
1541|728
1305|447
1602|709
1603|710
1454|567
1901|996
1902|992
1903|993
1904|994
1905|995
1906|997
1907|998
1908|999
1909|1000
1910|1001
1911|1002
1912|1003
1913|1004
1914|1005
1915|1006
1916|1007
1917|1008
1918|1009
1919|1010
1920|1011
1921|1012
1922|1014
1923|1015
1924|1013
